Start Date:,1993-01-01 00:00:00,Unnamed: 2,INR,MXN,CZK,ZAR,TRY,RUB,PLN,HUF,THB,SGD,CNH,EUR,AUD,NZD,CAD,NOK,JPY,CHF,SEK,GBP,RON,ILS,USD
End Date:,2022-10-12 00:00:00,Tenor =>,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Period,d,Ticker,IRSWNI2 BGN Curncy,G0314Z 2Y BLC2 Curncy,CKSW2 Curncy,SASW2   BGN  Curncy,S0164Z 2Y BLC2 Curncy,GTRUB2Y Govt,PZSW2 Curncy,HFSW2 Curncy,TBSWNI2 BGN  Curncy,SDSW2 CMPN Curncy,GTCNY2Y Govt,EUSA2 BGN Curncy,ADSWAP2 BGN Curncy,NDSWAP2 BGN Curncy,CDSW2 CMPN Curncy,NKSW2 CMPL Curncy,JYSW2 Curncy,GTCHF2YR Corp,SKSW2 BGNL Curncy,BPSWS2 Curncy,GTRON2Y Govt,ISSW2 Curncy,USGG2YR Index
CDR,5D,Date,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last
Dates,False,1993-01-01 00:00:00,,,,,,,,,,,,,7.25,,7.53,,3.86,,10.15,,,,4.558
,,1993-01-04 00:00:00,,,,,,,,,,,,,7.15001,,7.49,,3.84,,10.15,,,,4.442
,,1993-01-05 00:00:00,,,,,,,,,,,,,7.21,,7.48,,3.79,,10.15,,,,4.442
,,1993-01-06 00:00:00,,,,,,,,,,,,,7.38991,,7.53,9.35,3.76,,10.15,,,,4.508
,,1993-01-07 00:00:00,,,,,,,,,,,,,7.4,,7.52,9.75,3.76,,10.17,,,,4.616
,,1993-01-08 00:00:00,,,,,,,,,,,,,7.28001,,7.72,9.75,3.76,,10.2,,,,4.474
,,1993-01-11 00:00:00,,,,,,,,,,,,,7.27,,7.61,9.75,3.78,,10.25,,,,4.431
,,1993-01-12 00:00:00,,,,,,,,,,,,,7.26001,,7.58,9.75,3.72,,10.3,,,,4.456
,,1993-01-13 00:00:00,,,,,,,,,,,,,7.31,,7.53,9.75,3.7,,10.17,,,,4.414
,,1993-01-14 00:00:00,,,,,,,,,,,,,7.23992,,7.49,9.75,3.7,,10.15,,,,4.313
,,1993-01-15 00:00:00,,,,,,,,,,,,,7.24,,7.49,9.65,3.7,,10.1,,,,4.294
,,1993-01-18 00:00:00,,,,,,,,,,,,,6.98002,,7.39,9.65,3.65,,10.05,,,,4.294
,,1993-01-19 00:00:00,,,,,,,,,,,,,7.06,,7.33,9.5,3.7,,10.06,,,,4.37
,,1993-01-20 00:00:00,,,,,,,,,,,,,7.03002,,7.4,9.5,3.74,,10.03,,,,4.352
,,1993-01-21 00:00:00,,,,,,,,,,,,,7.14,,7.49,9.5,3.72,,10.03,,,,4.301
,,1993-01-22 00:00:00,,,,,,,,,,,,,7.07993,,7.64,9.5,3.7,,10.01,,,,4.232
,,1993-01-25 00:00:00,,,,,,,,,,,,,7.12,,7.59,9.5,3.67,,10,,,,4.197
,,1993-01-26 00:00:00,,,,,,,,,,,,,7.12,,7.5,9.5,3.65,,9.97,,,,4.29
,,1993-01-27 00:00:00,,,,,,,,,,,,,7.07003,,7.48,9.45,3.66,,10,,,,4.275
,,1993-01-28 00:00:00,,,,,,,,,,,,,6.98,,7.4,9.45,3.66,,10.05,,,,4.152
,,1993-01-29 00:00:00,,,,,,,,,,,,,6.9899,,7.29,9.45,3.65,,10.1,,,,4.168
,,1993-02-01 00:00:00,,,,,,,,,,,,,7.09,,7.31,9.45,3.63,,10.1,,,,4.184
,,1993-02-02 00:00:00,,,,,,,,,,,,,7.09,,7.32,9.45,3.61,,10,,,,4.258
,,1993-02-03 00:00:00,,,,,,,,,,,,,7.1,,7.22,9.2,3.65,,10,,,,4.234
,,1993-02-04 00:00:00,,,,,,,,,,,,,7.04001,,7.35,9.2,3.62,,9.9,,,,4.176
,,1993-02-05 00:00:00,,,,,,,,,,,,,7.1,,7.21,9.2,3.61,,9.7,,,,4.092
,,1993-02-08 00:00:00,,,,,,,,,,,,,7.23001,,7.08,9.05,3.59,,9.5,,,,4.167
,,1993-02-09 00:00:00,,,,,,,,,,,,,7.24,,7.13,9.05,3.57,,9.5,,,,4.2
,,1993-02-10 00:00:00,,,,,,,,,,,,,7.11991,,7.19,9.05,3.55,,9.43,,,,4.25
