Start Date:,1993-01-01 00:00:00,Unnamed: 2,INR,MXN,CZK,ZAR,TRY,RUB,PLN,HUF,THB,SGD,CNH,EUR,AUD,NZD,CAD,NOK,JPY,CHF,SEK,GBP,RON,ILS
End Date:,2022-10-12 00:00:00,Tenor =>,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Period,d,Ticker,IRN+3M BGNL Curncy,MXN3M BGNL Curncy,CZK3M BGNL Curncy,ZAR3M BGNL Curncy,TRY3M BGNL Curncy,RUB3M BGNL Curncy,PLN3M BGNL Curncy,HUF3M BGNL Curncy,THB3M BGNL Curncy,SGD3M BGNL Curncy,CNH3M BGNL Curncy,EUR3M BGNL Curncy,AUD3M BGNL Curncy,NZD3M BGNL Curncy,CAD3M BGNL Curncy,NOK3M BGNL Curncy,JPY3M BGNL Curncy,CHF3M BGNL Curncy,SEK3M BGNL Curncy,GBP3M BGNL Curncy,RON3M BGNL Curncy,ILS3M BGNL Curncy
CDR,5D,Date,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last,Px Last
Dates,False,1993-01-01 00:00:00,,,,3.1165,,,,,,1.6395,,,0.685,0.5108,1.281243,7.1175,124.9761,1.476821,7.218501,1.4972,,
,,1993-01-04 00:00:00,,,,3.1405,,,,,,1.650499,,,0.679531,0.5092,1.294335,7.15,125.4665,1.489859,7.325,1.4877,,
USD,,1993-01-05 00:00:00,,,,3.1305,,,,,,1.652499,,,0.67051,0.5012,1.289681,7.099999,124.9661,1.480947,7.334,1.5367,,
,,1993-01-06 00:00:00,,,,3.1281,,,,,,1.659499,,,0.6665,0.5003,1.291402,7.139999,125.2864,1.497193,7.384,1.528658,,
,,1993-01-07 00:00:00,,,,3.1315,,,,,,1.657499,,,0.666,0.5047,1.292111,7.14,125.4078,1.503931,7.519,1.517248,,
,,1993-01-08 00:00:00,,,,3.149,,,,,,1.660549,,,0.669,0.506804,1.294706,7.2,125.5472,1.510201,7.5935,1.5182,,
,,1993-01-11 00:00:00,,,,3.134,,,,,,1.659,,,0.6704,0.5097,1.28919,7.112,125.2663,1.501247,7.503,1.5395,,
,,1993-01-12 00:00:00,,,,3.1315,,,,,,1.6565,,,0.6708,0.5094,1.289097,7.11,125.486,1.508228,7.67,1.5307,,
,,1993-01-13 00:00:00,,,,3.1403,,,,,,1.659499,,,0.6665,0.5093,1.291663,7.109999,125.8078,1.49199,7.554999,1.536199,,
,,1993-01-14 00:00:00,,,,3.1375,,,,,,1.658513,,,0.6666,0.5084,1.289903,7.059001,126.0165,1.493871,7.367,1.5238,,
,,1993-01-15 00:00:00,,,,3.141,,,,,,1.6595,,,0.671313,0.510612,1.292848,7.0215,126.2563,1.506783,7.407627,1.5172,,
,,1993-01-18 00:00:00,,,,3.141,,,,,,1.6585,,,0.673,0.5113,1.286679,6.971,125.7863,1.488168,7.37,1.5369,,
,,1993-01-19 00:00:00,,,,3.141,,,,,,1.656501,,,0.669,0.5095,1.288603,6.947,125.6061,1.479112,7.349146,1.533608,,
,,1993-01-20 00:00:00,,,,3.1392,,,,,,1.657,,,0.6658,0.5092,1.290009,6.9275,124.8159,1.478106,7.297,1.529908,,
,,1993-01-21 00:00:00,,,,3.138,,,,,,1.657046,,,0.6658,0.5073,1.296456,6.990999,125.0675,1.489577,7.3685,1.5099,,
,,1993-01-22 00:00:00,,,,3.1415,,,,,,1.6465,,,0.669,0.5105,1.29481,6.94,125.287,1.467541,7.325,1.516265,,
,,1993-01-25 00:00:00,,,,3.125,,,,,,1.6455,,,0.6694,0.5129,1.289599,6.82,123.4265,1.456976,7.189001,1.544537,,
,,1993-01-26 00:00:00,,,,3.1255,,,,,,1.6405,,,0.672,0.5136,1.283254,6.81,123.6566,1.461504,7.203,1.528401,,
,,1993-01-27 00:00:00,,,,3.13,,,,,,1.6395,,,0.671,0.5119,1.279322,6.856001,124.2378,1.473175,7.243501,1.500509,,
,,1993-01-28 00:00:00,,,,3.1295,,,,,,1.639001,,,0.6779,0.5145,1.279238,6.877,124.2704,1.472873,7.34,1.505812,,
,,1993-01-29 00:00:00,,,,3.1365,,,,,,1.64861,,,0.6762,0.5124,1.277578,6.987499,124.8099,1.496071,7.44,1.474899,,
,,1993-02-01 00:00:00,,,,3.1515,,,,,,1.649501,,,0.6721,0.5112,1.273885,7.0785,125.1793,1.528848,7.612501,1.448609,,
,,1993-02-02 00:00:00,,,,3.16,,,,,,1.649501,,,0.6765,0.5117,1.274494,7.091,124.7086,1.530526,7.564001,1.4342,,
,,1993-02-03 00:00:00,,,,3.168,,,,,,1.649501,,,0.6765,0.5122,1.276667,7.145,124.4693,1.5343,7.68,1.425901,,
,,1993-02-04 00:00:00,,,,3.184,,,,,,1.649501,,,0.676,0.5117,1.275205,7.155,124.78,1.541669,7.6139,1.43085,,
,,1993-02-05 00:00:00,,,,3.18,,,,,,1.649501,,,0.6727,0.5096,1.269779,7.1174,124.4693,1.541232,7.57,1.436239,,
,,1993-02-08 00:00:00,,,,3.1905,,,,,,1.653104,,,0.6673,0.5066,1.272648,7.139,123.829,1.544476,7.5965,1.429401,,
,,1993-02-09 00:00:00,,,,3.188,,,,,,1.647,,,0.6665,0.5061,1.276432,7.115,123.829,1.539214,7.557899,1.4206,,
,,1993-02-10 00:00:00,,,,3.1825,,,,,,1.647,,,0.667,0.5071,1.274322,7.120001,121.469,1.546251,7.615,1.4145,,
,,1993-02-11 00:00:00,,,,3.1965,,,,,,1.645499,,,0.6731,0.5096,1.264918,7.1335,121.319,1.544906,7.5835,1.4139,,
,,1993-02-12 00:00:00,,,,3.1955,,,,,,1.648001,,,0.674738,0.5099,1.263351,7.163001,120.7187,1.547323,7.625,1.4123,,
,,1993-02-15 00:00:00,,,,3.2075,,,,,,1.649501,,,0.6743,0.5089,1.262698,7.164,120.9585,1.551218,7.65,1.40955,,
,,1993-02-16 00:00:00,,,,3.1958,,,,,,1.649078,,,0.6835,0.5123,1.266681,7.053499,120.0084,1.513997,7.589999,1.439699,,
,,1993-02-17 00:00:00,,,,3.18,,,,,,1.641999,,,0.6835,0.5122,1.273668,7.04,119.71,1.507731,7.5735,1.43794,,
,,1993-02-18 00:00:00,,,,3.194,,,,,,1.639199,,,0.6843,0.5118,1.270086,7.0487,119.2374,1.515975,7.5925,1.438599,,
,,1993-02-19 00:00:00,,,,3.192,,,,,,1.643,,,0.6867,0.5126,1.268379,7.0755,118.3867,1.517922,7.7196,1.443699,,
,,1993-02-22 00:00:00,,,,3.191,,,,,,1.64,,,0.6869,0.5135,1.269742,7.0199,116.3857,1.495938,7.7175,1.447199,,
,,1993-02-23 00:00:00,,,,3.1885,,,,,,1.64,,,0.6937,0.5215,1.261952,7.030201,117.1359,1.505994,7.8295,1.443799,,
,,1993-02-24 00:00:00,,,,3.188,,,,,,1.6395,,,0.691,0.5211,1.268787,7.0688,117.7553,1.514733,7.965,1.419599,,
,,1993-02-25 00:00:00,,,,3.1955,,,,,,1.641,,,0.6906,0.5191,1.261837,7.091,117.5372,1.527843,7.954,1.4117,,
,,1993-02-26 00:00:00,,,,3.211,,,,,,1.6455,,,0.6931,0.5197,1.257609,7.1285,118.2875,1.536957,7.969,1.4155,,
,,1993-03-01 00:00:00,,,,3.217,,,,,,1.644,,,0.7028,0.523,1.255905,7.1275,118.7976,1.545967,7.914,1.4296,,
,,1993-03-02 00:00:00,,,,3.2165,,,,,,1.641999,,,0.7055,0.5245,1.255307,7.095,117.7873,1.53044,7.8375,1.438519,,
,,1993-03-03 00:00:00,,,,3.221,,,,,,1.641,,,0.7043,0.5222,1.25068,7.104999,116.6878,1.532642,7.839,1.440809,,
,,1993-03-04 00:00:00,,,,3.2248,,,,,,1.643085,,,0.709688,0.525929,1.25125,7.090692,116.837,1.529957,7.793757,1.446099,,
,,1993-03-05 00:00:00,,,,3.228,,,,,,1.645,,,0.7058,0.5245,1.254207,7.160001,117.6688,1.55358,7.8694,1.437299,,
,,1993-03-08 00:00:00,,,,3.2553,,,,,,1.646,,,0.7018,0.5224,1.249692,7.148501,116.8854,1.54716,7.741,1.433,,
,,1993-03-09 00:00:00,,,,3.2505,,,,,,1.646,,,0.6988,0.5245,1.253213,7.1775,117.7,1.54851,7.745,1.4291,,
,,1993-03-10 00:00:00,,,,3.253,,,,,,1.647999,,,0.7016,0.5235,1.253915,7.175,118.05,1.542198,7.734999,1.4247,,
,,1993-03-11 00:00:00,,,,3.2605,,,,,,1.647501,,,0.703,0.5234,1.253608,7.1562,117.6114,1.530499,7.907501,1.42178,,
,,1993-03-12 00:00:00,,,,3.259,,,,,,1.645499,,,0.703,0.5231,1.251208,7.185,118.07,1.527485,7.9085,1.42478,,
,,1993-03-15 00:00:00,,,,3.2675,,,,,,1.644001,,,0.7011,0.5235,1.255229,7.187799,118.57,1.529996,7.977,1.42566,,
,,1993-03-16 00:00:00,,,,3.2615,,,,,,1.645,,,0.7037,0.5237,1.258795,7.177,117.03,1.533996,7.9335,1.439765,,
,,1993-03-17 00:00:00,,,,3.2625,,,,,,1.645,,,0.7077,0.5298,1.257843,7.1854,117.299,1.541246,7.955,1.4436,,
,,1993-03-18 00:00:00,,,,3.2581,,,,,,1.6445,,,0.712,0.5314,1.253607,7.074,115.7683,1.516673,7.865,1.476432,,
,,1993-03-19 00:00:00,,,,3.2465,,,,,,1.639999,,,0.7129,0.5293,1.253527,7.0395,116.1684,1.516195,7.8275,1.479763,,
,,1993-03-22 00:00:00,,,,3.2435,,,,,,1.639999,,,0.7129,0.5337,1.253427,7.0425,115.7883,1.521457,7.8535,1.477284,,
,,1993-03-23 00:00:00,,,,3.2435,,,,,,1.64,,,0.7015,0.5276,1.25413,7.0315,116.1868,1.517678,7.889,1.473804,,
,,1993-03-24 00:00:00,,,,3.2377,,,,,,1.6415,,,0.702,0.5281,1.248603,7.053499,117.6381,1.524107,7.9465,1.466799,,
,,1993-03-25 00:00:00,,,,3.2435,,,,,,1.6415,,,0.7063,0.5287,1.249939,7.1289,117.3557,1.528469,7.95,1.464501,,
,,1993-03-26 00:00:00,,,,3.2509,,,,,,1.6435,,,0.7062,0.5293,1.250111,7.065,116.6054,1.52019,7.875,1.477976,,
,,1993-03-29 00:00:00,,,,3.245,,,,,,1.639001,,,0.7046,0.5304,1.253232,7.029,116.8549,1.511838,7.8975,1.481595,,
,,1993-03-30 00:00:00,,,,3.2475,,,,,,1.6362,,,0.7087,0.5304,1.257434,6.9795,116.6683,1.502028,7.855,1.483901,,
,,1993-03-31 00:00:00,,,,3.2394,,,,,,1.637,,,0.7021,0.5284,1.265087,6.964299,114.898,1.498243,7.874,1.5043,,
,,1993-04-01 00:00:00,,,,3.243,,,,,,1.634,,,0.6933,0.5237,1.266615,6.903199,114.0679,1.48116,7.811,1.521061,,
,,1993-04-02 00:00:00,,,,3.2305,,,,,,1.628,,,0.6933,0.5273,1.268415,6.893499,113.81,1.488426,7.705,1.513113,,
,,1993-04-05 00:00:00,,,,3.2435,,,,,,1.6235,,,0.6995,0.5291,1.269922,6.894999,113.68,1.484175,7.71,1.510596,,
,,1993-04-06 00:00:00,,,,3.2495,,,,,,1.624,,,0.6995,0.5285,1.267108,6.973599,114.01,1.496735,7.7844,1.505,,
,,1993-04-07 00:00:00,,,,3.2595,,,,,,1.622,,,0.7037,0.5317,1.267421,7.009299,113.55,1.498278,7.808,1.5041,,
,,1993-04-08 00:00:00,,,,3.2408,,,,,,1.623501,,,0.7064,0.5338,1.263803,6.9265,113.34,1.485219,7.7625,1.51805,,
,,1993-04-09 00:00:00,,,,3.2408,,,,,,1.623501,,,0.7064,0.5338,1.265001,6.9265,113.25,1.4844,7.7625,1.518501,,
,,1993-04-12 00:00:00,,,,3.2408,,,,,,1.623501,,,0.7064,0.5338,1.2674,6.9265,112.91,1.4723,7.7625,1.5356,,
,,1993-04-13 00:00:00,,,,3.2218,,,,,,1.617999,,,0.7155,0.5383,1.267529,6.825,112.91,1.452571,7.5625,1.549399,,
,,1993-04-14 00:00:00,,,,3.222,,,,,,1.623,,,0.7182,0.5395,1.269138,6.8808,112.91,1.466434,7.5446,1.5433,,
,,1993-04-15 00:00:00,,,,3.2417,,,,,,1.626355,,,0.7166,0.534,1.265268,6.9,113.19,1.474399,7.595501,1.528,,
,,1993-04-16 00:00:00,,,,3.2525,,,,,,1.622801,,,0.7141,0.534,1.265727,6.949,112.31,1.490474,7.6645,1.515662,,
,,1993-04-19 00:00:00,,,,3.2453,,,,,,1.62199,,,0.7149,0.5366,1.260152,6.864,111.13,1.475906,7.5165,1.531401,,
,,1993-04-20 00:00:00,,,,3.2283,,,,,,1.62073,,,0.7134,0.5364,1.260808,6.8565,110.5,1.467092,7.516,1.537801,,
,,1993-04-21 00:00:00,,,,3.2363,,,,,,1.625926,,,0.7119,0.536,1.265526,6.869,110.6673,1.463576,7.523,1.530485,,
,,1993-04-22 00:00:00,,,,3.2368,,,,,,1.621438,,,0.7066,0.5352,1.269092,6.8345,110.0072,1.454533,7.486,1.5484,,
,,1993-04-23 00:00:00,,,,3.2228,,,,,,1.622066,,,0.7115,0.5396,1.268031,6.7885,110.7173,1.437226,7.399,1.563999,,
,,1993-04-26 00:00:00,,,,3.2066,,,,,,1.6172,,,0.7183,0.5425,1.265377,6.7585,110.5973,1.427401,7.323,1.576402,,
,,1993-04-27 00:00:00,,,,3.2157,,,,,,1.617886,,,0.7116,0.5392,1.279992,6.8084,111.9975,1.436445,7.3693,1.564505,,
,,1993-04-28 00:00:00,,,,3.2265,,,,,,1.62141,,,0.7112,0.5401,1.277556,6.7959,112.0878,1.435216,7.3381,1.564,,
,,1993-04-29 00:00:00,,,,3.2212,,,,,,1.6185,,,0.7074,0.5388,1.27878,6.786,111.4176,1.431999,7.4053,1.5634,,
,,1993-04-30 00:00:00,,,,3.2247,,,,,,1.621369,,,0.704,0.5375,1.277443,6.78,111.068,1.438531,7.4195,1.5629,,
,,1993-05-03 00:00:00,,,,3.2247,,,,,,1.621369,,,0.704,0.5375,1.2746,6.762101,111.068,1.435201,7.4251,1.5539,,
,,1993-05-04 00:00:00,,,,3.222,,,,,,1.6143,,,0.6954,0.5367,1.277091,6.7638,110.1678,1.427979,7.443499,1.5569,,
,,1993-05-05 00:00:00,,,,3.226,,,,,,1.614501,,,0.6997,0.5396,1.280409,6.759,110.2178,1.42388,7.4195,1.5556,,
,,1993-05-06 00:00:00,,,,3.2268,,,,,,1.618439,,,0.7027,0.5414,1.275373,6.7615,110.0674,1.419994,7.358101,1.572,,
,,1993-05-07 00:00:00,,,,3.2227,,,,,,1.616385,,,0.7063,0.5435,1.275233,6.8151,110.4175,1.436068,7.4476,1.559705,,
,,1993-05-10 00:00:00,,,,3.2463,,,,,,1.620307,,,0.6989,0.5399,1.276288,6.9123,111.8477,1.46493,7.533,1.520952,,
,,1993-05-11 00:00:00,,,,3.2485,,,,,,1.620182,,,0.6998,0.5393,1.28066,6.8685,111.3976,1.465432,7.5455,1.5305,,
,,1993-05-12 00:00:00,,,,3.2473,,,,,,1.620193,,,0.6993,0.539,1.279755,6.892,111.5681,1.469099,7.5185,1.5231,,
,,1993-05-13 00:00:00,,,,3.241,,,,,,1.6197,,,0.7002,0.5407,1.279283,6.94,111.9677,1.468717,7.51,1.5118,,
,,1993-05-14 00:00:00,,,,3.2383,,,,,,1.622469,,,0.7005,0.5401,1.280405,6.8815,111.9677,1.455656,7.448001,1.52916,,
,,1993-05-17 00:00:00,,,,3.2408,,,,,,1.621475,,,0.7005,0.5397,1.282365,6.9521,111.342,1.473469,7.4486,1.52628,,
,,1993-05-18 00:00:00,,,,3.2538,,,,,,1.6215,,,0.6892,0.5353,1.274731,6.9545,111.513,1.487687,7.453,1.525399,,
,,1993-05-19 00:00:00,,,,3.2388,,,,,,1.6188,,,0.6889,0.5345,1.269656,6.978901,110.79,1.480502,7.470501,1.532599,,
,,1993-05-20 00:00:00,,,,3.2363,,,,,,1.620136,,,0.6927,0.5384,1.273443,6.908001,110.7675,1.474976,7.4065,1.5462,,
,,1993-05-21 00:00:00,,,,3.2543,,,,,,1.620189,,,0.6924,0.5414,1.270109,6.939501,110.5175,1.474976,7.3865,1.5321,,
,,1993-05-24 00:00:00,,,,3.258,,,,,,1.6185,,,0.692,0.5406,1.265742,6.9765,110.5175,1.476752,7.406001,1.5265,,
,,1993-05-25 00:00:00,,,,3.2508,,,,,,1.616936,,,0.6977,0.5445,1.265795,6.961,109.36,1.465199,7.3965,1.533001,,
,,1993-05-26 00:00:00,,,,3.2598,,,,,,1.6105,,,0.696,0.5438,1.268151,6.958,108.51,1.460894,7.399,1.5378,,
,,1993-05-27 00:00:00,,,,3.2507,,,,,,1.613065,,,0.6903,0.5414,1.270881,6.8625,107.387,1.436796,7.3325,1.552001,,
,,1993-05-28 00:00:00,,,,3.2418,,,,,,1.609986,,,0.6845,0.5387,1.277388,6.8324,106.9331,1.423507,7.2801,1.551944,,
,,1993-05-31 00:00:00,,,,3.2418,,,,,,1.609986,,,0.67565,0.5387,1.276601,6.8324,107.04,1.4275,7.2801,1.551944,,
,,1993-06-01 00:00:00,,,,3.2433,,,,,,1.605646,,,0.675,0.5371,1.277039,6.8426,107.08,1.422728,7.282499,1.5455,,
,,1993-06-02 00:00:00,,,,3.2473,,,,,,1.603001,,,0.674,0.5374,1.276836,6.8575,107.1827,1.431414,7.3,1.530901,,
,,1993-06-03 00:00:00,,,,3.2535,,,,,,1.608411,,,0.6765,0.539,1.282505,6.854001,107.183,1.434283,7.294499,1.5392,,
,,1993-06-04 00:00:00,,,,3.2488,,,,,,1.616419,,,0.6726,0.5342,1.284466,6.970501,107.7729,1.46972,7.4145,1.49925,,
,,1993-06-07 00:00:00,,,,3.253,,,,,,1.611501,,,0.6692,0.533,1.288583,6.932001,107.206,1.461451,7.3595,1.513699,,
,,1993-06-08 00:00:00,,,,3.2587,,,,,,1.611856,,,0.6671,0.5322,1.287679,6.987501,106.2156,1.468714,7.3636,1.5106,,
,,1993-06-09 00:00:00,,,,3.2614,,,,,,1.613789,,,0.6729,0.5332,1.284065,6.985,106.3356,1.478667,7.379,1.5063,,
,,1993-06-10 00:00:00,,,,3.2574,,,,,,1.6094,,,0.6731,0.5337,1.286576,6.9565,106.0164,1.468482,7.329501,1.521435,,
,,1993-06-11 00:00:00,,,,3.2568,,,,,,1.617499,,,0.6766,0.5388,1.285165,6.95,106.146,1.460949,7.301,1.512601,,
,,1993-06-14 00:00:00,,,,3.2558,,,,,,1.609601,,,0.6715,0.5387,1.285663,6.953001,105.0567,1.460949,7.3385,1.519,,
,,1993-06-15 00:00:00,,,,3.2632,,,,,,1.6165,,,0.67465,0.5401,1.285064,7.0586,106.0332,1.479263,7.4688,1.5074,,
,,1993-06-16 00:00:00,,,,3.2908,,,,,,1.619,,,0.674,0.5402,1.283458,7.063,106.5828,1.491465,7.533899,1.4966,,
,,1993-06-17 00:00:00,,,,3.2975,,,,,,1.617499,,,0.6697,0.5386,1.281396,7.0685,107.256,1.489309,7.603499,1.5054,,
,,1993-06-18 00:00:00,,,,3.3138,,,,,,1.627,,,0.67465,0.5387,1.278237,7.151999,109.5826,1.507857,7.650999,1.488899,,
,,1993-06-21 00:00:00,,,,3.3487,,,,,,1.65,,,0.67465,0.5394,1.277736,7.185501,110.6523,1.508159,7.6525,1.47895,,
,,1993-06-22 00:00:00,,,,3.359,,,,,,1.64,,,0.6805,0.5366,1.282552,7.217,110.9124,1.518203,7.6985,1.46795,,
,,1993-06-23 00:00:00,,,,3.3765,,,,,,1.635,,,0.6713,0.5351,1.285262,7.1945,108.8148,1.512578,7.8005,1.464,,
,,1993-06-24 00:00:00,,,,3.3883,,,,,,1.6386,,,0.6713,0.53363,1.288168,7.2695,108.5656,1.523486,7.931,1.45995,,
,,1993-06-25 00:00:00,,,,3.3815,,,,,,1.634516,,,0.6686,0.5344,1.286466,7.2896,106.2163,1.521478,7.957,1.4674,,
,,1993-06-28 00:00:00,,,,3.4018,,,,,,1.6255,,,0.6652,0.5336,1.286564,7.224,106.2532,1.511674,7.938,1.4873,,
,,1993-06-29 00:00:00,,,,3.3938,,,,,,1.6275,,,0.6666,0.5352,1.286664,7.1955,106.2532,1.505145,7.8355,1.5032,,
,,1993-06-30 00:00:00,,,,3.394,,,,,,1.6268,,,0.6625,0.5332,1.286245,7.268999,107.29,1.520859,7.8335,1.4814,,
,,1993-07-01 00:00:00,,,,3.4155,,,,,,1.6268,,,0.6667,0.5376,1.291869,7.2247,107.29,1.514975,7.7546,1.5062,,
,,1993-07-02 00:00:00,,,,3.4003,,,,,,1.6265,,,0.66915,0.5402,1.29158,7.2446,108.6,1.518226,7.8325,1.4982,,
,,1993-07-05 00:00:00,,,,3.416,,,,,,1.629499,,,0.6742,0.54098,1.288923,7.2779,109,1.519973,7.8336,1.5002,,
,,1993-07-06 00:00:00,,,,3.4147,,,,,,1.628,,,0.6752,0.5418,1.28867,7.293,108.98,1.518969,7.9215,1.4937,,
,,1993-07-07 00:00:00,,,,3.402,,,,,,1.62678,,,0.6771,0.5433,1.288815,7.296501,107.5624,1.518618,7.962001,1.483901,,
,,1993-07-08 00:00:00,,,,3.3895,,,,,,1.6255,,,0.6771,0.5483,1.28432,7.3272,108.5828,1.517747,8.0168,1.488101,,
,,1993-07-09 00:00:00,,,,3.4046,,,,,,1.63109,,,0.67835,0.5471,1.282146,7.394,109.9826,1.537338,8.104,1.4711,,
,,1993-07-12 00:00:00,,,,3.4186,,,,,,1.634008,,,0.67675,0.5467,1.281943,7.448,109.3327,1.534829,8.132,1.467001,,
,,1993-07-13 00:00:00,,,,3.413,,,,,,1.622467,,,0.6741,0.5469,1.285155,7.3805,108.1129,1.524293,8.03,1.48738,,
,,1993-07-14 00:00:00,,,,3.4373,,,,,,1.623482,,,0.6738,0.5458,1.287161,7.370999,107.0327,1.516623,8.0315,1.493799,,
,,1993-07-15 00:00:00,,,,3.4315,,,,,,1.6193,,,0.6783,0.5477,1.284624,7.425599,108.2329,1.522286,8.108,1.479908,,
,,1993-07-16 00:00:00,,,,3.4403,,,,,,1.6196,,,0.6766,0.5455,1.281443,7.384999,107.54,1.511487,8.0905,1.476516,,
,,1993-07-19 00:00:00,,,,3.4245,,,,,,1.623,,,0.6731,0.5438,1.282346,7.3385,108.49,1.50697,8.023,1.490508,,
,,1993-07-20 00:00:00,,,,3.401,,,,,,1.621,,,0.6763,0.5465,1.281239,7.325499,108.2,1.502691,8.046,1.502508,,
,,1993-07-21 00:00:00,,,,3.399,,,,,,1.620201,,,0.6751,0.5469,1.279735,7.359099,108.147,1.506328,8.0875,1.505908,,
,,1993-07-22 00:00:00,,,,3.4256,,,,,,1.620466,,,0.6723,0.5476,1.284518,7.360501,105.6833,1.510482,8.121,1.503,,
,,1993-07-23 00:00:00,,,,3.4107,,,,,,1.6176,,,0.677,0.5487,1.283743,7.412499,107.053,1.525798,8.2075,1.4944,,
,,1993-07-26 00:00:00,,,,3.4175,,,,,,1.620999,,,0.6768,0.5503,1.283838,7.418501,106.7331,1.525296,8.146,1.4923,,
,,1993-07-27 00:00:00,,,,3.4195,,,,,,1.62,,,0.67455,0.5506,1.286348,7.4395,106.1932,1.5263,8.0695,1.4787,,
,,1993-07-28 00:00:00,,,,3.4185,,,,,,1.615999,,,0.67455,0.54898,1.287493,7.404799,106.0034,1.517713,8.155301,1.486,,
,,1993-07-29 00:00:00,,,,3.4351,,,,,,1.6197,,,0.6796,0.54923,1.289421,7.498001,106.5331,1.534328,8.3342,1.4716,,
,,1993-07-30 00:00:00,,,,3.4452,,,,,,1.62056,,,0.68753,0.5514,1.288748,7.5192,105.0832,1.52931,8.345899,1.472754,,
,,1993-08-02 00:00:00,,,,3.4308,,,,,,1.6168,,,0.68753,0.54963,1.292656,7.4518,104.3235,1.500711,8.144,1.491554,,
,,1993-08-03 00:00:00,,,,3.413,,,,,,1.618,,,0.6878,0.5502,1.293458,7.4275,104.4335,1.506732,8.101299,1.492254,,
,,1993-08-04 00:00:00,,,,3.4296,,,,,,1.616937,,,0.6878,0.54943,1.291755,7.4305,104.883,1.509855,8.0873,1.492908,,
,,1993-08-05 00:00:00,,,,3.4406,,,,,,1.615,,,0.6878,0.55038,1.294216,7.4365,104.3635,1.512552,8.1173,1.4848,,
,,1993-08-06 00:00:00,,,,3.4315,,,,,,1.616,,,0.6788,0.5477,1.295867,7.398301,104.3635,1.507736,8.0491,1.4894,,
,,1993-08-09 00:00:00,,,,3.4265,,,,,,1.614152,,,0.6797,0.5457,1.294662,7.4331,104.92,1.508338,7.993,1.4816,,
,,1993-08-10 00:00:00,,,,3.4388,,,,,,1.6155,,,0.684,0.54602,1.296442,7.5295,104.649,1.533065,8.136,1.458,,
,,1993-08-11 00:00:00,,,,3.4424,,,,,,1.609599,,,0.6811,0.54692,1.309693,7.5433,103.693,1.539208,8.167499,1.4634,,
,,1993-08-12 00:00:00,,,,3.452,,,,,,1.610201,,,0.6737,0.54828,1.317472,7.5468,102.9737,1.530054,8.2847,1.4564,,
,,1993-08-13 00:00:00,,,,3.4435,,,,,,1.612,,,0.6747,0.5496,1.32033,7.5126,101.8177,1.530054,8.285999,1.450499,,
,,1993-08-16 00:00:00,,,,3.4185,,,,,,1.61,,,0.67675,0.5507,1.319169,7.409,101.5556,1.501687,8.1398,1.47985,,
,,1993-08-17 00:00:00,,,,3.413,,,,,,1.61043,,,0.67122,0.552821,1.319969,7.4309,100.94,1.509216,8.1448,1.479,,
,,1993-08-18 00:00:00,,,,3.412,,,,,,1.6055,,,0.67355,0.5525,1.327191,7.3535,101.5313,1.492033,8.0007,1.5066,,
,,1993-08-19 00:00:00,,,,3.4155,,,,,,1.6096,,,0.67865,0.55108,1.319404,7.383699,105.7553,1.491916,8.074,1.4957,,
,,1993-08-20 00:00:00,,,,3.4232,,,,,,1.6134,,,0.67435,0.55153,1.322593,7.3148,104.3473,1.47385,8.0314,1.5053,,
,,1993-08-23 00:00:00,,,,3.4283,,,,,,1.611408,,,0.66555,0.5492,1.325155,7.3508,102.9684,1.486898,8.147899,1.4966,,
,,1993-08-24 00:00:00,,,,3.4258,,,,,,1.6078,,,0.66745,0.55033,1.322603,7.3399,103.6314,1.47937,8.161899,1.489,,
,,1993-08-25 00:00:00,,,,3.433,,,,,,1.6097,,,0.6716,0.55395,1.316174,7.3837,104.948,1.487516,8.158499,1.4722,,
,,1993-08-26 00:00:00,,,,3.426,,,,,,1.606999,,,0.6716,0.555198,1.320474,7.3155,104.3108,1.477664,8.180699,1.50065,,
,,1993-08-27 00:00:00,,,,3.4316,,,,,,1.606299,,,0.66393,0.550792,1.325313,7.3032,103.7024,1.474023,8.1389,1.4946,,
,,1993-08-30 00:00:00,,,,3.4316,,,,,,1.606299,,,0.66843,0.550792,1.327901,7.3367,103.705,1.479001,8.205399,1.4838,,
,,1993-08-31 00:00:00,,,,3.4409,,,,,,1.606799,,,0.67113,0.55068,1.324671,7.3299,104.6187,1.484292,8.270199,1.4823,,
,,1993-09-01 00:00:00,,,,3.4441,,,,,,1.606799,,,0.67113,0.55065,1.332989,7.2816,105.2179,1.464214,8.2676,1.494504,,
,,1993-09-02 00:00:00,,,,3.4451,,,,,,1.610619,,,0.67113,0.54605,1.330739,7.2344,105.8172,1.451665,8.262399,1.492301,,
,,1993-09-03 00:00:00,,,,3.4343,,,,,,1.6064,,,0.6467,0.54158,1.333257,7.1608,104.5916,1.427794,8.1123,1.5219,,
,,1993-09-06 00:00:00,,,,3.4527,,,,,,1.605,,,0.6459,0.5433,1.334175,7.0908,104.3118,1.427572,8.027,1.516935,,
