Start Date:,1993-01-01 00:00:00,Unnamed: 2,INR,MXN,CZK,ZAR,TRY,RUB,PLN,HUF,THB,SGD,CNH,EUR,AUD,NZD,CAD,NOK,JPY,CHF,SEK,GBP,RON,ILS,USD
End Date:,2022-10-12 00:00:00,Tenor =>,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Period,d,Ticker,IRSWNIC BGNL Curncy,MPSWC BGN Curncy,PRIB03M Index,JIBA3M Index,F96503M Index,RRSOC BGN Curncy,WIBR3M Index,BUBOR03M Index,F12203M Index,SDLFD3M  ISCF Curncy,I29903M Index,EUSWCV1 BGN Curncy,ADBB3M CMPN Curncy,NDBB3M CMPN Curncy,CDSWC CMPN Curncy,NIBOR3M Index,JY0003M Index,VSF0003M Index,STIB3M      Index,BP0003M Index,RNDRC  Curncy,TELBOR03 Index,USGG3M Index
CDR,5D,Date,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last,PX Last
Dates,False,1993-01-01 00:00:00,,,,,,,,,,,,,,,,12.44,3.8125,,11.013,7.125,,,3.141
,,1993-01-04 00:00:00,,,,,,,,,,,,,,,,12.39,3.8125,,10.95,7.125,,,3.141
,,1993-01-05 00:00:00,,,,,,,,,,,,,,,,11.49,3.8125,,10.25,7.25,,,3.141
,,1993-01-06 00:00:00,,,,,,,,,,,,,,,,10.8,3.75,,10.25,7.3125,,,3.152
,,1993-01-07 00:00:00,,,,,,,,,,,,,,,,10.45,3.75,,10.35,7.3125,,,3.162
,,1993-01-08 00:00:00,,,,,,,,,,,,,,,,10.56,3.75,,10.375,7.3125,,,3.12
,,1993-01-11 00:00:00,,,,,,,,,,,,,,,,10.75,3.75,,10.4,7.375,,,3.11
,,1993-01-12 00:00:00,,,,,,,,,,,,,,,,10.91,3.8125,,10.5,7.25,,,3.08
,,1993-01-13 00:00:00,,,,,,,,,,,,,,,,10.96,3.8125,,10.488,7.1875,,,3.06
,,1993-01-14 00:00:00,,,,,,,,,,,,,,,,10.78,3.8125,,10.4,7.125,,,3.018
,,1993-01-15 00:00:00,,,,,,,,,,,,,,,,10.29,3.8125,,10.375,7.125,,,3.007
,,1993-01-18 00:00:00,,,,,,,,,,,,,,,,10.27,3.75,,10.35,7.0625,,,3.007
,,1993-01-19 00:00:00,,,,,,,,,,,,,,,,10.14,3.75,,10.35,7.0625,,,3.048
,,1993-01-20 00:00:00,,,,,,,,,,,,,,,,10.23,3.6875,,10.35,7.125,,,3.07
,,1993-01-21 00:00:00,,,,,,,,,,,,,,,,10.28,3.6875,,10.35,6.9375,,,3.049
,,1993-01-22 00:00:00,,,,,,,,,,,,,,,,10.39,3.625,,10.35,7.0625,,,3.017
,,1993-01-25 00:00:00,,,,,,,,,,,,,,,,10.39,3.5625,,10.35,7.125,,,2.997
,,1993-01-26 00:00:00,,,,,,,,,,,,,,,,10.33,3.5625,,10.4,6.375,,,3.019
,,1993-01-27 00:00:00,,,,,,,,,,,,,,,,10.21,3.5625,,10.4,6.375,,,2.977
,,1993-01-28 00:00:00,,,,,,,,,,,,,,,,10.1,3.625,,10.45,6.4375,,,2.915
,,1993-01-29 00:00:00,,,,,,,,,,,,,,,,10.14,3.5625,,10.5,6.375,,,2.966
,,1993-02-01 00:00:00,,,,,,,,,,,,,,,,10.16,3.5,,10.525,6.3125,,,2.966
,,1993-02-02 00:00:00,,,,,,,,,,,,,,,,10,3.5,,10.55,6.25,,,3.019
,,1993-02-03 00:00:00,,,,,,,,,,,,,,,,9.91,3.375,,10.55,6.25,,,2.977
,,1993-02-04 00:00:00,,,,,,,,,,,,,,,,9.81,3.3125,,10.55,6.3125,,,2.977
,,1993-02-05 00:00:00,,,,,,,,,,,,,,,,9.44,3.3125,,10.25,6.1875,,,2.966
,,1993-02-08 00:00:00,,,,,,,,,,,,,,,,9.46,3.3125,,9.95,6.1875,,,2.976
,,1993-02-09 00:00:00,,,,,,,,,,,,,,,,9.23,3.25,,9.95,6.25,,,2.998
,,1993-02-10 00:00:00,,,,,,,,,,,,,,,,9.19,3.3125,,9.888,6.25,,,2.988
,,1993-02-11 00:00:00,,,,,,,,,,,,,,,,9.09,3.3125,,9.75,6.1875,,,2.977
,,1993-02-12 00:00:00,,,,,,,,,,,,,,,,8.97,3.3125,,9.688,6.25,,,2.997
,,1993-02-15 00:00:00,,,,,,,,,,,,,,,,9.2,3.3125,,9.65,6.1875,,,2.986
,,1993-02-16 00:00:00,,,,,,,,,,,,,,,,9.1,3.3125,,9.638,6.25,,,2.986
,,1993-02-17 00:00:00,,,,,,,,,,,,,,,,9.05,3.25,,9.65,6.1875,,,2.967
,,1993-02-18 00:00:00,,,,,,,,,,,,,,,,8.97,3.3125,,9.6,6.1875,,,2.946
